tab delimited	er_locations
er_location_name	er_location_alternatives	location_type	location_begin_lat	location_begin_lon	location_end_lat	location_end_lon	continent_ocean	region	plate_block	tectonic_setting	er_citation_names
McMurdo	Mt Erebus Volcanic Province : McMurdo Sound	Outcrop	-77	160	-79	170	Antarctica	Antarctic Plate	Antarctic Plate	Continental Volcanics	This study
>>>>>>>>>>
tab delimited	er_sites
er_site_name	er_location_name	site_definition	site_class	site_lithology	site_type	site_lat	site_lon	er_citation_names
mc200	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.54995	166.16148	This study
mc201	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.56284	166.21958	This study
mc202	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.65674	166.36424	This study
mc203	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dike	-77.5807	166.25055	This study
mc204	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.6402	166.40836	This study
mc205	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dike	-77.65666	166.72515	This study
mc206	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dome	-77.66665	166.78033	This study
mc207	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.67871	166.5173	This study
mc208	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.66786	166.53186	This study
mc209	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.68544	166.36812	This study
mc210	McMurdo	s	Igneous : Intrusive	Phonolite	Volcanic Dike	-77.69125	166.3743	This study
mc211	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.66147	166.3397	This study
mc212	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.56505	166.35938	This study
mc213	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.22331	166.42877	This study
mc214	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.22355	166.4294	This study
mc215	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.4773	166.89491	This study
mc216	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.42391	166.81075	This study
mc217	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.50885	167.44064	This study
mc218	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.56218	166.97756	This study
mc219	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.84783	166.67453	This study
mc220	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.45702	166.91009	This study
mc221	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.5161	166.79804	This study
mc222	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.53893	166.84845	This study
mc223	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.65831	166.7863	This study
mc224	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.53046	166.8839	This study
mc225	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.58053	166.80156	This study
mc226	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.61355	166.76571	This study
mc227	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.27064	166.73278	This study
mc228	McMurdo	s	Igneous : Extrusive	Trachyte	Lava Flow	-77.2669	166.37738	This study
mc229	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.48281	167.15435	This study
>>>>>>>>>>
tab delimited	er_samples
er_sample_name	er_location_name	er_site_name	sample_class	sample_lithology	sample_type	sample_lat	sample_lon	sample_date	sample_orientation_flag	sample_azimuth	sample_dip	sample_bed_dip_direction	sample_bed_dip	magic_method_codes	er_citation_names
	McMurdo			mc218	mc218a	mc218a1				mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	24	2007:09:13:14:44:00.00	SAN						4					798				0				0				0	0						273							-50.2	357.9		0.000000663										0.6						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218a	mc218a1				mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	25	2007:09:14:09:11:00.00	SAN						4					823				0				0				0	0						273							-35.6	343.3		0.0000001036										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218a	mc218a1				mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	26	2007:09:14:10:57:00.00	SAN						4					773				0				0.00003				0	90						273							-84.1	151.7		0.00002295										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218a	mc218a1				mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	27	2007:09:14:13:27:00.00	SAN						4					823				0				0.00003				0	90						273							-84.9	159.4		0.00002487										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218a	mc218a1				mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	28	2007:09:17:09:11:00.00	SAN						4					823				0				0				0	90						273							-73.4	351.3		0.000000167										0.4						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218a	mc218a1				mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	29	2007:09:17:11:04:00.00	SAN						4					848				0				0.00003				0	90						273							-84.8	155.6		0.00002651										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218a	mc218a1				mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	30	2007:09:17:12:53:00.00	SAN						4					848				0				0				0	0						273							-14	357.1		0.00000002332										1.4						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218a	mc218a1				mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	31	2007:09:18:09:09:00.00	SAN						4					873				0				0				0	0						273							-73.1	184.9		0.00000002236										1.4						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218a	mc218a1				mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	32	2007:09:18:11:07:00.00	SAN						4					823				0				0.00003				0	90						273							-86.2	135		0.00002614										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218a	mc218a1				mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	33	2007:09:18:13:09:00.00	SAN						4					873				0				0.00003				0	90						273							-86.1	139.1		0.00002704										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	1	2007:08:10:12:55:00.00	SAN						4					273				0				0				0	0						273							2.5	347.2		0.00002937										0.2						pmagpy-2.155	LT-NO : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	2	2007:08:13:09:35:00.00	SAN						4					373				0				0				0	0						273							3.1	346.8		0.00002819										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	3	2007:08:14:08:50:00.00	SAN						4					373				0				0.00003				0	90						273							0	348.4		0.0000283										0.2						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	4	2007:08:14:11:39:00.00	SAN						4					373				0				0				0	90						273							1.3	346.7		0.00002812										0.2						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	5	2007:08:14:13:40:00.00	SAN						4					473				0				0.00003				0	90						273							-17.1	350.2		0.00002378										0.2						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	6	2007:08:15:09:24:00.00	SAN						4					473				0				0				0	0						273							1.9	347.7		0.00002183										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	7	2007:08:15:11:14:00.00	SAN						4					573				0				0				0	0						273							1.4	345.3		0.000011										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	8	2007:08:15:12:53:00.00	SAN						4					373				0				0.00003				0	90						273							-6.4	347.9		0.00001118										0.2						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	9	2007:08:15:14:37:00.00	SAN						4					573				0				0.00003				0	90						273							-55.1	350.2		0.00002136										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	10	2007:08:16:09:28:00.00	SAN						4					573				0				0				0	90						273							-1.5	346.4		0.00001071										0.2						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	11	2007:08:16:11:27:00.00	SAN						4					623				0				0.00003				0	90						273							-67.6	356.1		0.0000228										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	12	2007:08:16:13:33:00.00	SAN						4					623				0				0				0	0						273							-9.8	347		0.000007104										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	13	2007:08:17:09:19:00.00	SAN						4					673				0				0				0	0						273							-5.1	347.6		0.000004682										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	14	2007:08:17:11:26:00.00	SAN						4					573				0				0.00003				0	90						273							-70.3	355.1		0.00001782										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	15	2007:08:17:13:38:00.00	SAN						4					673				0				0.00003				0	90						273							-75.9	3.9		0.00002274										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	16	2007:08:20:09:02:00.00	SAN						4					673				0				0				0	90						273							-18.4	346.1		0.000004731										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	17	2007:08:20:11:03:00.00	SAN						4					723				0				0.00003				0	90						273							-78.5	2.9		0.00002491										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	18	2007:08:20:12:58:00.00	SAN						4					723				0				0				0	0						273							-32.4	348.5		0.000003139										0.5						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	19	2007:08:20:14:54:00.00	SAN						4					773				0				0				0	0						273							-11.7	346.1		0.000001162										0.6						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	20	2007:08:21:09:01:00.00	SAN						4					673				0				0.00003				0	90						273							-82.3	9.8		0.00002245										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	21	2007:08:21:11:01:00.00	SAN						4					773				0				0.00003				0	90						273							-82.7	7.4		0.0000263										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	22	2007:08:21:12:52:00.00	SAN						4					773				0				0				0	90						273							-40	346.8		0.000001286										0.2						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	23	2007:08:21:14:48:00.00	SAN						4					798				0				0.00003				0	90						273							-84.6	30.3		0.00002733										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	24	2007:08:22:08:51:00.00	SAN						4					798				0				0				0	0						273							-44.4	346.9		0.0000007355										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	25	2007:08:23:07:34:00.00	SAN						4					823				0				0				0	0						273							-15.2	334.1		0.0000001133										0.5						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	26	2007:08:23:09:32:00.00	SAN						4					773				0				0.00003				0	90						273							-85.1	29.6		0.00002566										0.4						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	27	2007:08:23:11:32:00.00	SAN						4					823				0				0.00003				0	90						273							-85.3	42.8		0.00002855										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	28	2007:08:23:13:34:00.00	SAN						4					823				0				0				0	90						273							-55.5	313.7		0.0000001371										0.7						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	29	2007:08:24:09:09:00.00	SAN						4					848				0				0.00003				0	90						273							-85.6	22.3		0.00002919										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	30	2007:08:24:11:15:00.00	SAN						4					848				0				0				0	0						273							-46.5	308.9		0.00000002786										1.1						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	31	2007:08:24:13:37:00.00	SAN						4					873				0				0				0	0						273							19.8	346.9		0.00000001761										2.5						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	32	2007:08:27:09:21:00.00	SAN						4					823				0				0.00003				0	90						273							-86.8	24.6		0.00002891										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218b	mc218b1				mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	33	2007:08:27:11:31:00.00	SAN						4					873				0				0.00003				0	90						273							-87.1	11.1		0.00002972										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	1	2007:09:04:08:09:00.00	SAN						4					273				0				0				0	0						273							1.7	347		0.00004035										0.2						pmagpy-2.155	LT-NO : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	2	2007:09:04:11:00:00.00	SAN						4					373				0				0				0	0						273							1.4	346.7		0.0000386										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	3	2007:09:04:12:38:00.00	SAN						4					373				0				0.00003				0	90						273							-0.9	348.6		0.00003866										0.2						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	4	2007:09:05:08:35:00.00	SAN						4					373				0				0				0	90						273							1.2	347.3		0.00003847										0.2						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	5	2007:09:05:10:44:00.00	SAN						4					473				0				0.00003				0	90						273							-15.8	346.3		0.00003266										0.2						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	6	2007:09:05:12:42:00.00	SAN						4					473				0				0				0	0						273							0.9	347.2		0.00003012										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	7	2007:09:06:10:25:00.00	SAN						4					573				0				0				0	0						273							-0.5	349.4		0.00001502										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	8	2007:09:06:11:43:00.00	SAN						4					373				0				0.00003				0	90						273							-7	348.6		0.00001523										0.2						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	9	2007:09:06:13:22:00.00	SAN						4					573				0				0.00003				0	90						273							-53.7	348.1		0.00002732										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	10	2007:09:07:09:01:00.00	SAN						4					573				0				0				0	90						273							-3	348.7		0.00001463										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	11	2007:09:07:10:42:00.00	SAN						4					623				0				0.00003				0	90						273							-66.4	348.4		0.00002883										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc218	mc218d	mc218d1				mc218d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	12	2007:09:07:12:26:00.00	SAN						4					623				0				0				0	0						273							-9.8	349.6		0.00001002										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
