tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_expedition_name	er_formation_name	er_fossil_name	er_location_name	er_member_name	er_mineral_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_charging_mode	measurement_chi_mass	measurement_chi_qdr_mass	measurement_chi_qdr_volume	measurement_chi_volume	measurement_composite_depth	measurement_core_depth	measurement_csd	measurement_date	measurement_dec	measurement_demagn_code	measurement_description	measurement_elevation	measurement_flag	measurement_freq	measurement_height	measurement_inc	measurement_lab_field_ac	measurement_lab_field_dc	measurement_loop_n	measurement_loop_x	measurement_magn_mass	measurement_magn_moment	measurement_magn_volume	measurement_magnitude	measurement_number	measurement_orient_phi	measurement_orient_theta	measurement_pos_x	measurement_pos_y	measurement_pos_z	measurement_positions	measurement_r2	measurement_sd	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_sweep_rate	measurement_temp	measurement_temp_change	measurement_time_zone	treatment_ac_field	treatment_ac_field_dc_off	treatment_ac_field_dc_on	treatment_ac_field_decay_rate	treatment_dc_field	treatment_dc_field_ac_off	treatment_dc_field_ac_on	treatment_dc_field_decay_rate	treatment_dc_field_phi	treatment_dc_field_theta	treatment_mw_energy	treatment_mw_integral	treatment_mw_power	treatment_mw_time	treatment_temp	treatment_temp_dc_off	treatment_temp_dc_on	treatment_temp_decay_rate
	This study				DSDP Site 522			26-1-143	26-1-143	26-1-143		26-1-143-LP-AF-DIR		LT-AF-Z											311.8				g			-9.6					0.0000027				4145												u		300			0.015				0										300			
	This study				DSDP Site 522			26-1-143	26-1-143	26-1-143		26-1-143-LP-ARM		LT-AF-I															g								0.0000988				4146												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-1-143	26-1-143	26-1-143		26-1-143-LP-IRM		LT-IRM															g								0.00139				4147												u		300			0				1										300			
	This study				DSDP Site 522			26-1-143	26-1-143	26-1-143		26-1-143-LP-X		LP-X			0.0000000938												g												4148												u		300			0.01				0										300			
	This study				DSDP Site 522			26-1-148	26-1-148	26-1-148		26-1-148-LP-AF-DIR		LT-AF-Z											315.3				g			-31					0.00000192				4149												u		300			0.015				0										300			
	This study				DSDP Site 522			26-1-148	26-1-148	26-1-148		26-1-148-LP-ARM		LT-AF-I															g								0.0000897				4150												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-1-148	26-1-148	26-1-148		26-1-148-LP-IRM		LT-IRM															g								0.0013				4151												u		300			0				1										300			
	This study				DSDP Site 522			26-1-148	26-1-148	26-1-148		26-1-148-LP-X		LP-X			0.0000000882												g												4152												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-001	26-2-001	26-2-001		26-2-001-LP-AF-DIR		LT-AF-Z											262.8				g			-12.4					0.00000423				4153												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-001	26-2-001	26-2-001		26-2-001-LP-ARM		LT-AF-I															g								0.0000919				4154												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-001	26-2-001	26-2-001		26-2-001-LP-IRM		LT-IRM															g								0.00132				4155												u		300			0				1										300			
	This study				DSDP Site 522			26-2-001	26-2-001	26-2-001		26-2-001-LP-X		LP-X			0.000000086												g												4156												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-004	26-2-004	26-2-004		26-2-004-LP-AF-DIR		LT-AF-Z											254.1				g			-50.8					0.00000303				4157												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-004	26-2-004	26-2-004		26-2-004-LP-ARM		LT-AF-I															g								0.0000717				4158												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-004	26-2-004	26-2-004		26-2-004-LP-IRM		LT-IRM															g								0.00125				4159												u		300			0				1										300			
	This study				DSDP Site 522			26-2-004	26-2-004	26-2-004		26-2-004-LP-X		LP-X			0.0000000842												g												4160												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-007	26-2-007	26-2-007		26-2-007-LP-AF-DIR		LT-AF-Z											244.6				g			-44.3					0.00000448				4161												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-007	26-2-007	26-2-007		26-2-007-LP-ARM		LT-AF-I															g								0.0000937				4162												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-007	26-2-007	26-2-007		26-2-007-LP-IRM		LT-IRM															g								0.00142				4163												u		300			0				1										300			
	This study				DSDP Site 522			26-2-007	26-2-007	26-2-007		26-2-007-LP-X		LP-X			0.0000000966												g												4164												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-010	26-2-010	26-2-010		26-2-010-LP-AF-DIR		LT-AF-Z											242.9				g			-46.1					0.00000626				4165												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-010	26-2-010	26-2-010		26-2-010-LP-ARM		LT-AF-I															g								0.0000962				4166												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-010	26-2-010	26-2-010		26-2-010-LP-IRM		LT-IRM															g								0.00147				4167												u		300			0				1										300			
	This study				DSDP Site 522			26-2-010	26-2-010	26-2-010		26-2-010-LP-X		LP-X			0.0000000981												g												4168												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-012	26-2-012	26-2-012		26-2-012-LP-AF-DIR		LT-AF-Z											229.4				g			-58.7					0.00000524				4169												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-012	26-2-012	26-2-012		26-2-012-LP-ARM		LT-AF-I															g								0.0000879				4170												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-012	26-2-012	26-2-012		26-2-012-LP-IRM		LT-IRM															g								0.00149				4171												u		300			0				1										300			
	This study				DSDP Site 522			26-2-012	26-2-012	26-2-012		26-2-012-LP-X		LP-X			0.000000103												g												4172												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-015	26-2-015	26-2-015		26-2-015-LP-AF-DIR		LT-AF-Z											237.8				g			-30.4					0.00000308				4173												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-015	26-2-015	26-2-015		26-2-015-LP-ARM		LT-AF-I															g								0.0000922				4174												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-015	26-2-015	26-2-015		26-2-015-LP-IRM		LT-IRM															g								0.00141				4175												u		300			0				1										300			
	This study				DSDP Site 522			26-2-015	26-2-015	26-2-015		26-2-015-LP-X		LP-X			0.0000000988												g												4176												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-018	26-2-018	26-2-018		26-2-018-LP-AF-DIR		LT-AF-Z											188.5				g			-60.9					0.00000316				4177												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-018	26-2-018	26-2-018		26-2-018-LP-ARM		LT-AF-I															g								0.0000837				4178												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-018	26-2-018	26-2-018		26-2-018-LP-IRM		LT-IRM															g								0.00136				4179												u		300			0				1										300			
	This study				DSDP Site 522			26-2-018	26-2-018	26-2-018		26-2-018-LP-X		LP-X			0.0000000932												g												4180												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-020	26-2-020	26-2-020		26-2-020-LP-AF-DIR		LT-AF-Z											225.9				g			-33					0.00000273				4181												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-020	26-2-020	26-2-020		26-2-020-LP-ARM		LT-AF-I															g								0.0000751				4182												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-020	26-2-020	26-2-020		26-2-020-LP-IRM		LT-IRM															g								0.00137				4183												u		300			0				1										300			
	This study				DSDP Site 522			26-2-020	26-2-020	26-2-020		26-2-020-LP-X		LP-X			0.0000000878												g												4184												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-023	26-2-023	26-2-023		26-2-023-LP-AF-DIR		LT-AF-Z											198.8				g			-42.1					0.00000248				4185												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-023	26-2-023	26-2-023		26-2-023-LP-ARM		LT-AF-I															g								0.0000715				4186												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-023	26-2-023	26-2-023		26-2-023-LP-IRM		LT-IRM															g								0.00111				4187												u		300			0				1										300			
	This study				DSDP Site 522			26-2-023	26-2-023	26-2-023		26-2-023-LP-X		LP-X			0.0000000798												g												4188												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-025	26-2-025	26-2-025		26-2-025-LP-AF-DIR		LT-AF-Z											242.9				g			-34.5					0.00000218				4189												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-025	26-2-025	26-2-025		26-2-025-LP-ARM		LT-AF-I															g								0.0000755				4190												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-025	26-2-025	26-2-025		26-2-025-LP-IRM		LT-IRM															g								0.00114				4191												u		300			0				1										300			
	This study				DSDP Site 522			26-2-025	26-2-025	26-2-025		26-2-025-LP-X		LP-X			0.000000073												g												4192												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-028	26-2-028	26-2-028		26-2-028-LP-AF-DIR		LT-AF-Z											208.2				g			-71.6					0.00000297				4193												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-028	26-2-028	26-2-028		26-2-028-LP-ARM		LT-AF-I															g								0.0000797				4194												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-028	26-2-028	26-2-028		26-2-028-LP-IRM		LT-IRM															g								0.0013				4195												u		300			0				1										300			
	This study				DSDP Site 522			26-2-028	26-2-028	26-2-028		26-2-028-LP-X		LP-X			0.00000009												g												4196												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-031	26-2-031	26-2-031		26-2-031-LP-AF-DIR		LT-AF-Z											161.8				g			-49.9					0.00000312				4197												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-031	26-2-031	26-2-031		26-2-031-LP-ARM		LT-AF-I															g								0.0000823				4198												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-031	26-2-031	26-2-031		26-2-031-LP-IRM		LT-IRM															g								0.00126				4199												u		300			0				1										300			
	This study				DSDP Site 522			26-2-031	26-2-031	26-2-031		26-2-031-LP-X		LP-X			0.0000000935												g												4200												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-034	26-2-034	26-2-034		26-2-034-LP-AF-DIR		LT-AF-Z											173.1				g			-46.6					0.00000229				4201												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-034	26-2-034	26-2-034		26-2-034-LP-ARM		LT-AF-I															g								0.0000811				4202												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-034	26-2-034	26-2-034		26-2-034-LP-IRM		LT-IRM															g								0.00129				4203												u		300			0				1										300			
	This study				DSDP Site 522			26-2-034	26-2-034	26-2-034		26-2-034-LP-X		LP-X			0.0000000986												g												4204												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-037	26-2-037	26-2-037		26-2-037-LP-AF-DIR		LT-AF-Z											164.3				g			-57.1					0.00000221				4205												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-037	26-2-037	26-2-037		26-2-037-LP-ARM		LT-AF-I															g								0.0000851				4206												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-037	26-2-037	26-2-037		26-2-037-LP-IRM		LT-IRM															g								0.00123				4207												u		300			0				1										300			
	This study				DSDP Site 522			26-2-037	26-2-037	26-2-037		26-2-037-LP-X		LP-X			0.0000000872												g												4208												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-040	26-2-040	26-2-040		26-2-040-LP-AF-DIR		LT-AF-Z											18.5				g			-41.5					0.00000161				4209												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-040	26-2-040	26-2-040		26-2-040-LP-ARM		LT-AF-I															g								0.0000822				4210												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-040	26-2-040	26-2-040		26-2-040-LP-IRM		LT-IRM															g								0.00122				4211												u		300			0				1										300			
	This study				DSDP Site 522			26-2-040	26-2-040	26-2-040		26-2-040-LP-X		LP-X			0.0000000889												g												4212												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-045	26-2-045	26-2-045		26-2-045-LP-AF-DIR		LT-AF-Z											6.8				g			-80.9					0.00000292				4213												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-045	26-2-045	26-2-045		26-2-045-LP-ARM		LT-AF-I															g								0.0000824				4214												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-045	26-2-045	26-2-045		26-2-045-LP-IRM		LT-IRM															g								0.00129				4215												u		300			0				1										300			
	This study				DSDP Site 522			26-2-045	26-2-045	26-2-045		26-2-045-LP-X		LP-X			0.0000000882												g												4216												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-048	26-2-048	26-2-048		26-2-048-LP-AF-DIR		LT-AF-Z											19.2				g			-39.1					0.00000362				4217												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-048	26-2-048	26-2-048		26-2-048-LP-ARM		LT-AF-I															g								0.0000805				4218												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-048	26-2-048	26-2-048		26-2-048-LP-IRM		LT-IRM															g								0.00132				4219												u		300			0				1										300			
	This study				DSDP Site 522			26-2-048	26-2-048	26-2-048		26-2-048-LP-X		LP-X			0.0000000941												g												4220												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-051	26-2-051	26-2-051		26-2-051-LP-AF-DIR		LT-AF-Z											70.1				g			-64.3					0.00000394				4221												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-051	26-2-051	26-2-051		26-2-051-LP-ARM		LT-AF-I															g								0.0000748				4222												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-051	26-2-051	26-2-051		26-2-051-LP-IRM		LT-IRM															g								0.00128				4223												u		300			0				1										300			
	This study				DSDP Site 522			26-2-051	26-2-051	26-2-051		26-2-051-LP-X		LP-X			0.0000000921												g												4224												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-054	26-2-054	26-2-054		26-2-054-LP-AF-DIR		LT-AF-Z											316				g			-59.1					0.00000215				4225												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-054	26-2-054	26-2-054		26-2-054-LP-ARM		LT-AF-I															g								0.0000833				4226												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-054	26-2-054	26-2-054		26-2-054-LP-IRM		LT-IRM															g								0.00136				4227												u		300			0				1										300			
	This study				DSDP Site 522			26-2-054	26-2-054	26-2-054		26-2-054-LP-X		LP-X			0.0000000979												g												4228												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-058	26-2-058	26-2-058		26-2-058-LP-AF-DIR		LT-AF-Z											358				g			-47.5					0.00000285				4229												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-058	26-2-058	26-2-058		26-2-058-LP-ARM		LT-AF-I															g								0.0000733				4230												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-058	26-2-058	26-2-058		26-2-058-LP-IRM		LT-IRM															g								0.0011				4231												u		300			0				1										300			
	This study				DSDP Site 522			26-2-058	26-2-058	26-2-058		26-2-058-LP-X		LP-X			0.0000000788												g												4232												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-061	26-2-061	26-2-061		26-2-061-LP-AF-DIR		LT-AF-Z											6.6				g			-7.8					0.00000348				4233												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-061	26-2-061	26-2-061		26-2-061-LP-ARM		LT-AF-I															g								0.0000685				4234												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-061	26-2-061	26-2-061		26-2-061-LP-IRM		LT-IRM															g								0.00142				4235												u		300			0				1										300			
	This study				DSDP Site 522			26-2-061	26-2-061	26-2-061		26-2-061-LP-X		LP-X			0.000000105												g												4236												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-067	26-2-067	26-2-067		26-2-067-LP-AF-DIR		LT-AF-Z											266.1				g			-56.4					0.00000283				4237												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-067	26-2-067	26-2-067		26-2-067-LP-ARM		LT-AF-I															g								0.0000677				4238												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-067	26-2-067	26-2-067		26-2-067-LP-IRM		LT-IRM															g								0.00103				4239												u		300			0				1										300			
	This study				DSDP Site 522			26-2-067	26-2-067	26-2-067		26-2-067-LP-X		LP-X			0.0000000716												g												4240												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-070	26-2-070	26-2-070		26-2-070-LP-AF-DIR		LT-AF-Z											300.9				g			-41.2					0.00000176				4241												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-070	26-2-070	26-2-070		26-2-070-LP-ARM		LT-AF-I															g								0.0000777				4242												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-070	26-2-070	26-2-070		26-2-070-LP-IRM		LT-IRM															g								0.00112				4243												u		300			0				1										300			
	This study				DSDP Site 522			26-2-070	26-2-070	26-2-070		26-2-070-LP-X		LP-X			0.0000000741												g												4244												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-073	26-2-073	26-2-073		26-2-073-LP-AF-DIR		LT-AF-Z											22.5				g			-62.6					0.00000226				4245												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-073	26-2-073	26-2-073		26-2-073-LP-ARM		LT-AF-I															g								0.0000706				4246												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-073	26-2-073	26-2-073		26-2-073-LP-IRM		LT-IRM															g								0.00104				4247												u		300			0				1										300			
	This study				DSDP Site 522			26-2-073	26-2-073	26-2-073		26-2-073-LP-X		LP-X			0.0000000656												g												4248												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-076	26-2-076	26-2-076		26-2-076-LP-AF-DIR		LT-AF-Z											333.2				g			-54					0.00000274				4249												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-076	26-2-076	26-2-076		26-2-076-LP-ARM		LT-AF-I															g								0.0000772				4250												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-076	26-2-076	26-2-076		26-2-076-LP-IRM		LT-IRM															g								0.0011				4251												u		300			0				1										300			
	This study				DSDP Site 522			26-2-076	26-2-076	26-2-076		26-2-076-LP-X		LP-X			0.0000000709												g												4252												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-079	26-2-079	26-2-079		26-2-079-LP-AF-DIR		LT-AF-Z											352.2				g			-64.3					0.00000345				4253												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-079	26-2-079	26-2-079		26-2-079-LP-ARM		LT-AF-I															g								0.0000846				4254												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-079	26-2-079	26-2-079		26-2-079-LP-IRM		LT-IRM															g								0.0012				4255												u		300			0				1										300			
	This study				DSDP Site 522			26-2-079	26-2-079	26-2-079		26-2-079-LP-X		LP-X			0.0000000791												g												4256												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-082	26-2-082	26-2-082		26-2-082-LP-AF-DIR		LT-AF-Z											348.6				g			-64.1					0.00000308				4257												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-082	26-2-082	26-2-082		26-2-082-LP-ARM		LT-AF-I															g								0.00007				4258												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-082	26-2-082	26-2-082		26-2-082-LP-IRM		LT-IRM															g								0.00111				4259												u		300			0				1										300			
	This study				DSDP Site 522			26-2-082	26-2-082	26-2-082		26-2-082-LP-X		LP-X			0.0000000769												g												4260												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-084	26-2-084	26-2-084		26-2-084-LP-AF-DIR		LT-AF-Z											15.4				g			-52.1					0.00000308				4261												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-084	26-2-084	26-2-084		26-2-084-LP-ARM		LT-AF-I															g								0.0000757				4262												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-084	26-2-084	26-2-084		26-2-084-LP-IRM		LT-IRM															g								0.00109				4263												u		300			0				1										300			
	This study				DSDP Site 522			26-2-084	26-2-084	26-2-084		26-2-084-LP-X		LP-X			0.0000000804												g												4264												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-087	26-2-087	26-2-087		26-2-087-LP-AF-DIR		LT-AF-Z											359.4				g			-58.4					0.00000419				4265												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-087	26-2-087	26-2-087		26-2-087-LP-ARM		LT-AF-I															g								0.0000754				4266												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-087	26-2-087	26-2-087		26-2-087-LP-IRM		LT-IRM															g								0.00114				4267												u		300			0				1										300			
	This study				DSDP Site 522			26-2-087	26-2-087	26-2-087		26-2-087-LP-X		LP-X			0.0000000794												g												4268												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-090	26-2-090	26-2-090		26-2-090-LP-AF-DIR		LT-AF-Z											16.6				g			-67					0.00000481				4269												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-090	26-2-090	26-2-090		26-2-090-LP-ARM		LT-AF-I															g								0.0000818				4270												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-090	26-2-090	26-2-090		26-2-090-LP-IRM		LT-IRM															g								0.00133				4271												u		300			0				1										300			
	This study				DSDP Site 522			26-2-090	26-2-090	26-2-090		26-2-090-LP-X		LP-X			0.0000000938												g												4272												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-093	26-2-093	26-2-093		26-2-093-LP-AF-DIR		LT-AF-Z											9.1				g			-50.3					0.00000755				4273												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-093	26-2-093	26-2-093		26-2-093-LP-ARM		LT-AF-I															g								0.0000848				4274												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-093	26-2-093	26-2-093		26-2-093-LP-IRM		LT-IRM															g								0.00137				4275												u		300			0				1										300			
	This study				DSDP Site 522			26-2-093	26-2-093	26-2-093		26-2-093-LP-X		LP-X			0.0000000936												g												4276												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-096	26-2-096	26-2-096		26-2-096-LP-AF-DIR		LT-AF-Z											341.4				g			-50.7					0.00000446				4277												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-096	26-2-096	26-2-096		26-2-096-LP-ARM		LT-AF-I															g								0.0000686				4278												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-096	26-2-096	26-2-096		26-2-096-LP-IRM		LT-IRM															g								0.00125				4279												u		300			0				1										300			
	This study				DSDP Site 522			26-2-096	26-2-096	26-2-096		26-2-096-LP-X		LP-X			0.0000000962												g												4280												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-099	26-2-099	26-2-099		26-2-099-LP-AF-DIR		LT-AF-Z											9.6				g			-59.1					0.00000576				4281												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-099	26-2-099	26-2-099		26-2-099-LP-ARM		LT-AF-I															g								0.0000873				4282												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-099	26-2-099	26-2-099		26-2-099-LP-IRM		LT-IRM															g								0.00131				4283												u		300			0				1										300			
	This study				DSDP Site 522			26-2-099	26-2-099	26-2-099		26-2-099-LP-X		LP-X			0.0000000987												g												4284												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-102	26-2-102	26-2-102		26-2-102-LP-AF-DIR		LT-AF-Z											358.5				g			-53.6					0.00000349				4285												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-102	26-2-102	26-2-102		26-2-102-LP-ARM		LT-AF-I															g								0.0000984				4286												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-102	26-2-102	26-2-102		26-2-102-LP-IRM		LT-IRM															g								0.00137				4287												u		300			0				1										300			
	This study				DSDP Site 522			26-2-102	26-2-102	26-2-102		26-2-102-LP-X		LP-X			0.0000000966												g												4288												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-106	26-2-106	26-2-106		26-2-106-LP-AF-DIR		LT-AF-Z											336.8				g			-56.4					0.00000291				4289												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-106	26-2-106	26-2-106		26-2-106-LP-ARM		LT-AF-I															g								0.0000837				4290												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-106	26-2-106	26-2-106		26-2-106-LP-IRM		LT-IRM															g								0.00119				4291												u		300			0				1										300			
	This study				DSDP Site 522			26-2-106	26-2-106	26-2-106		26-2-106-LP-X		LP-X			0.0000000939												g												4292												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-109	26-2-109	26-2-109		26-2-109-LP-AF-DIR		LT-AF-Z											9.7				g			-66.6					0.00000467				4293												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-109	26-2-109	26-2-109		26-2-109-LP-ARM		LT-AF-I															g								0.0000935				4294												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-109	26-2-109	26-2-109		26-2-109-LP-IRM		LT-IRM															g								0.00149				4295												u		300			0				1										300			
	This study				DSDP Site 522			26-2-109	26-2-109	26-2-109		26-2-109-LP-X		LP-X			0.000000114												g												4296												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-112	26-2-112	26-2-112		26-2-112-LP-AF-DIR		LT-AF-Z											20.5				g			-55.5					0.00000301				4297												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-112	26-2-112	26-2-112		26-2-112-LP-ARM		LT-AF-I															g								0.0000506				4298												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-112	26-2-112	26-2-112		26-2-112-LP-IRM		LT-IRM															g								0.00138				4299												u		300			0				1										300			
	This study				DSDP Site 522			26-2-112	26-2-112	26-2-112		26-2-112-LP-X		LP-X			0.000000116												g												4300												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-115	26-2-115	26-2-115		26-2-115-LP-AF-DIR		LT-AF-Z											337.2				g			-63.9					0.00000233				4301												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-115	26-2-115	26-2-115		26-2-115-LP-ARM		LT-AF-I															g								0.0000975				4302												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-115	26-2-115	26-2-115		26-2-115-LP-IRM		LT-IRM															g								0.00176				4303												u		300			0				1										300			
	This study				DSDP Site 522			26-2-115	26-2-115	26-2-115		26-2-115-LP-X		LP-X			0.000000132												g												4304												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-117	26-2-117	26-2-117		26-2-117-LP-AF-DIR		LT-AF-Z											321.5				g			-35					0.00000168				4305												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-117	26-2-117	26-2-117		26-2-117-LP-ARM		LT-AF-I															g								0.000105				4306												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-117	26-2-117	26-2-117		26-2-117-LP-IRM		LT-IRM															g								0.0018				4307												u		300			0				1										300			
	This study				DSDP Site 522			26-2-117	26-2-117	26-2-117		26-2-117-LP-X		LP-X			0.000000137												g												4308												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-120	26-2-120	26-2-120		26-2-120-LP-AF-DIR		LT-AF-Z											247.2				g			-36.9					0.00000177				4309												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-120	26-2-120	26-2-120		26-2-120-LP-ARM		LT-AF-I															g								0.00011				4310												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			26-2-120	26-2-120	26-2-120		26-2-120-LP-IRM		LT-IRM															g								0.00177				4311												u		300			0				1										300			
	This study				DSDP Site 522			26-2-120	26-2-120	26-2-120		26-2-120-LP-X		LP-X			0.00000014												g												4312												u		300			0.01				0										300			
	This study				DSDP Site 522			26-2-122	26-2-122	26-2-122		26-2-122-LP-AF-DIR		LT-AF-Z											264.1				g			-4.8					0.0000016				4313												u		300			0.015				0										300			
	This study				DSDP Site 522			26-2-122	26-2-122	26-2-122		26-2-122-LP-ARM		LT-AF-I															g								0.000115				4314												u		300			0.08				0.00005										300			
